RUT	DV	VIGENCIA	FECHA	TIPO_DIRECCION	CALLE	NUMERO	BLOQUE	DEPARTAMENTO	VILLA_POBLACION	CIUDAD	COMUNA	REGION
60803435	8	S	2019-04-16	SUCURSAL	GENERAL DEL CANTO	281				SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60803435	8	S	2019-04-12	SUCURSAL	MANUEL ANTONIO MATTA	2630				ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60803435	8	S	2019-04-16	SUCURSAL	MANUEL RODRIGUEZ	611		P 2		COPIAPO	COPIAPO	III REGION DE ATACAMA
60803435	8	S	2019-04-12	SUCURSAL	MELGAREJO	667				VALPARAISO	VALPARAISO	V REGION VALPARAISO
60803435	8	S	2019-04-12	SUCURSAL	PLAZA MUNOZ GAMERO	1007		P 2		PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
60803435	8	S	2019-04-16	SUCURSAL	RAMON SUBERCASEAUX	1273				SANTIAGO	SAN MIGUEL	XIII REGION METROPOLITANA
60803435	8	S	2019-04-25	SUCURSAL	ROMERO	3226				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60803435	8	S	2019-04-25	SUCURSAL	SAN CARLOS	50				VALDIVIA	VALDIVIA	XIV REGION DE LOS RIOS
60803435	8	S	2019-04-12	SUCURSAL	SAN MARTIN	80		P 3		PUERTO MONTT	PUERTO MONTT	X REGION LOS LAGOS
60803435	8	S	2019-04-12	SUCURSAL	SOTOMAYOR	420		P4		ARICA	ARICA	XV REGION ARICA Y PARINACOTA
60803435	8	S	2019-04-10	SUCURSAL	TARAPACA	470				IQUIQUE	IQUIQUE	I REGION DE TARAPACA
60803435	8	S	2019-04-12	SUCURSAL	UNO ORIENTE	1150		P 2		TALCA	TALCA	VII REGION DEL MAULE
60804017	K	S	2018-02-02	SUCURSAL	BERNARDO PHILLIPI	175				PORVENIR	PORVENIR	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
60805026	4	S	2010-06-22	SUCURSAL	GOB BERNARDO  PHILLIPI	175				PORVENIR	PORVENIR	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
60810000	8	S	2019-06-03	SUCURSAL	MONEDA	1123		PISO6		SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60819000	7	S	2003-09-22	SUCURSAL	ANTONIO VARAS	979		403	160-206	TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
60819000	7	S	2011-01-26	SUCURSAL	ATACAMA	581		204	EDIFICIO ALCAZAR	COPIAPO	COPIAPO	III REGION DE ATACAMA
60819000	7	S	2011-01-26	SUCURSAL	AV. 18 DE SEPTIEMBRE	147				ARICA	ARICA	XV REGION ARICA Y PARINACOTA
60819000	7	N	2011-01-26	SUCURSAL	AV. ARTURO PRAT	321		4		CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
60819000	7	S	2022-04-07	SUCURSAL	AV. ARTURO PRAT	390		506		CONCEPCIÓN	CONCEPCION	VIII REGION DEL BIO BIO
60819000	7	S	2011-01-27	SUCURSAL	AVENIDA COLON	825				PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
60819000	7	N	2011-01-26	SUCURSAL	BILBAO	323		213	EDIFICIO DON ANTONIO	COYHAIQUE	COYHAIQUE	XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
60819000	7	S	2016-06-24	SUCURSAL	BUERAS	218			1ER PISO	RANCAGUA	RANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
60819000	7	S	2011-01-26	SUCURSAL	CAUPOLICAN	364		1-2	GALERIA BENJAMIN	VALDIVIA	VALDIVIA	XIV REGION DE LOS RIOS
60819000	7	N	2003-04-08	SUCURSAL	CAUPOLICAN	567		505	ROL:205-167	CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
60819000	7	S	2003-09-22	SUCURSAL	CONCEPCION	120	OF 705	706	ROL 183-099	PTO MONTT	PUERTO MONTT	X REGION LOS LAGOS
60819000	7	N	2002-11-13	SUCURSAL	COQUIMBO	888		402	ROL 683-102	ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60819000	7	S	2011-01-26	SUCURSAL	COQUIMBO	898				ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60819000	7	S	2011-01-26	SUCURSAL	CORDOVEZ	588		310		LA SERENA	LA SERENA	IV REGION COQUIMBO
60819000	7	N	2011-01-26	SUCURSAL	CORONEL SANTIAGO BUERAS	363			LOCAL 1	RANCAGUA	RANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
60819000	7	S	2022-04-07	SUCURSAL	JOSE MORALEDA	370	3	LOCAL		COYHAIQUE	COYHAIQUE	XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
60819000	7	S	2003-09-22	SUCURSAL	SERRANO	145		202	EDIF ECONORTE 283-28	IQUIQUE	IQUIQUE	I REGION DE TARAPACA
60819000	7	S	1993-01-01	SUCURSAL	UNO NORTE	525		403		VINA DEL MAR	VINA DEL MAR	V REGION VALPARAISO
60819000	7	S	2003-09-22	SUCURSAL	UNO NORTE	963		201	EIDF CENTRO 2000	TALCA	TALCA	VII REGION DEL MAULE
60901000	2	N	2009-10-21	SUCURSAL	SAN MARTIN	25			ROL 42/5	SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60902063	6	S	2008-07-11	SUCURSAL	AVDA. PRESIDENTE IBANEZ	207				LINARES	LINARES	VII REGION DEL MAULE
60902063	6	N	2002-12-19	SUCURSAL	CURAPALIHUE	450				LINARES	LINARES	VII REGION DEL MAULE
60902067	9	N	2022-08-11	SUCURSAL	AVDA. BARROS LUCOS  1613	1613		1101	BARRANCAS	SAN ANTONIO	SAN ANTONIO	V REGION VALPARAISO
60903033	K	S	2003-03-26	SUCURSAL	CAMPUS NORT ORIENTE	S/N			AVDA. LA PAZ	COMBARBALA	COMBARBALA	IV REGION COQUIMBO
60903033	K	S	2003-03-26	SUCURSAL	CAMPUS SUR ORIENTE	S/N			PUEBLO HUNDIDO	COMBARBALA	COMBARBALA	IV REGION COQUIMBO
60903295	2	S	2012-07-13	SUCURSAL	AVENIDA LOS LAURELES	1400			(INTERIOR)	RIO BUENO	RIO BUENO	XIV REGION DE LOS RIOS
60903295	2	S	2012-07-13	SUCURSAL	PEDRO DE VALDIVIA	S/N				RIO BUENO	RIO BUENO	XIV REGION DE LOS RIOS
60903816	0	S	2003-12-19	SUCURSAL	CAMINO LOS LAGARTOS	S/N			ROL 34/39		TENO	VII REGION DEL MAULE
60904037	8	S	2000-05-11	SUCURSAL	2 ORIENTE	625				TALCA	TALCA	VII REGION DEL MAULE
60904187	0	N	2004-04-12	SUCURSAL	LOS CHOAPINOS	S/N					REQUINOA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
60904187	0	S	2015-04-14	SUCURSAL	LOS CHOAPINOS	S/N				REQUINOA	REQUINOA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
60905000	4	S	2005-07-02	SUCURSAL	5 ORIENTE	1270			TALCA	TALCA	TALCA	VII REGION DEL MAULE
60905000	4	S	2006-04-12	SUCURSAL	5 ORIENTE	1270	0	0	TALCA	TALCA	TALCA	VII REGION DEL MAULE
60905000	4	S	2005-07-02	SUCURSAL	ARAUCO	974			CHILLAN	CHILLAN	CHILLAN	XVI REGION DE ÑUBLE
60905000	4	S	2005-07-02	SUCURSAL	ARTURO PRAT	42			TEMUCO	TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
60905000	4	S	2005-07-02	SUCURSAL	AV. INDEPENDENCIA	595			LOS ANDES	LOS ANDES	LOS ANDES	V REGION VALPARAISO
60905000	4	S	2005-07-02	SUCURSAL	AVDA. DIEGO PORTALES	997			PUERTO MONTT	PUERTO MONTT	PUERTO MONTT	X REGION LOS LAGOS
60905000	4	S	2005-07-02	SUCURSAL	AVDA. RAMON PICARTE	2102			VALDIVIA	VALDIVIA	VALDIVIA	XIV REGION DE LOS RIOS
60905000	4	S	2005-07-02	SUCURSAL	BALMACEDA	850			LA SERENA	LA SERENA	LA SERENA	IV REGION COQUIMBO
60905000	4	S	2006-04-12	SUCURSAL	CACHAPUAL	90			RANCAGUA	RANCAGUA	RANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
60905000	4	S	2006-04-12	SUCURSAL	CAUPOLICAN	130	0	0	CONCEPCION	CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
60905000	4	S	2006-04-12	SUCURSAL	CHACABUCO	365				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60905000	4	S	2005-07-02	SUCURSAL	CHILOE	1369			PUNTA ARENAS	PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
60905000	4	S	2005-07-02	SUCURSAL	COCHRANE	233			COYHAIQUE	COYHAIQUE	COYHAIQUE	XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
60905000	4	S	2005-07-02	SUCURSAL	COLIPI	SN			COPIAPO	COPIAPO	COPIAPO	III REGION DE ATACAMA
60905000	4	S	2022-09-14	SUCURSAL	COMANDANTE ARAGAY	1				PUERTO WILLIAMS	CABO DE HORNOS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
60905000	4	S	2005-07-02	SUCURSAL	FREIRE	473			SAN BERNARDO	SAN BERNARDO	SAN BERNARDO	XIII REGION METROPOLITANA
60905000	4	S	2005-05-19	SUCURSAL	GOROSTIAGA	202				IQUIQUE	IQUIQUE	I REGION DE TARAPACA
60905000	4	S	2006-04-12	SUCURSAL	MATUCANA	151				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60905000	4	S	2005-07-02	SUCURSAL	PEDRO DONOSO	670			RECOLETA	SANTIAGO	RECOLETA	XIII REGION METROPOLITANA
60905000	4	S	2005-07-02	SUCURSAL	PLAZA SIMON BOLIVAR	S/N			VALPARAISO	VALPARAISO	VALPARAISO	V REGION VALPARAISO
60905000	4	S	2006-04-12	SUCURSAL	SAN MARTIN	00	00	00	ANTOFAGASTA	ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60905006	3	S	2014-12-04	SUCURSAL	LAUTARO	1171				TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
60905006	3	S	2014-12-04	SUCURSAL	MATUCANA	151				SANTAGO	SANTIAGO	XIII REGION METROPOLITANA
60908000	0	S	2018-08-28	SUCURSAL	1 ORIENTE	1740				TALCA	TALCA	VII REGION DEL MAULE
60908000	0	S	2018-08-16	SUCURSAL	12 DE FEBRERO	1080				IQUIQUE	IQUIQUE	I REGION DE TARAPACA
60908000	0	N	2018-08-16	SUCURSAL	ANTONIO VARAS	153				SANTIAGO	ALHUE	XIII REGION METROPOLITANA
60908000	0	S	2019-07-03	SUCURSAL	ANTONIO VARAS	153				SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60908000	0	S	2018-08-16	SUCURSAL	ARTURO PRAT	461				ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60908000	0	S	2018-09-03	SUCURSAL	BENAVENTE	952				PUERTO MONTT	OSORNO	X REGION LOS LAGOS
60908000	0	N	2018-08-17	SUCURSAL	CAMILO HENRIQUEZ	155				VALDIVIA	VALDIVIA	XIV REGION DE LOS RIOS
60908000	0	S	2018-08-17	SUCURSAL	CIENFUEGOS	509				LA SERENA	LA SERENA	IV REGION COQUIMBO
60908000	0	S	2018-08-28	SUCURSAL	CROACIA	569				PUNTA ARENAS	PUNTA ARENAS	XII REGION DE MAGALLANES Y LA ANTARTICA CHILENA
60908000	0	S	2018-08-16	SUCURSAL	EJERCITO	355				CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
60908000	0	S	2018-08-16	SUCURSAL	JUAN ANTONIO RIOS	371				COPIAPO	COPIAPO	III REGION DE ATACAMA
60908000	0	S	2018-08-16	SUCURSAL	LAS ACACIAS	2006				ARICA	ARICA	XV REGION ARICA Y PARINACOTA
60908000	0	S	2018-08-16	SUCURSAL	LIMACHE	3405			EL SALTO	VINA DEL MAR	VINA DEL MAR	V REGION VALPARAISO
60908000	0	S	2018-08-17	SUCURSAL	O'CARROL	452				RANCAGUA	RANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
60908000	0	S	2024-05-17	SUCURSAL	PICARTE 1840						VALDIVIA	XIV REGION DE LOS RIOS
60908000	0	S	2018-08-28	SUCURSAL	PORTALES	73				COYHAIQUE	COYHAIQUE	XI REGION AYSEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO
60908000	0	S	2018-08-28	SUCURSAL	VICUNA MACKENNA	241				TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
60909000	6	N	2020-11-12	SUCURSAL	ELIODORO YAÑEZ	2334				PROVIDENCIA	PROVIDENCIA	XIII REGION METROPOLITANA
60909000	6	N	2015-01-19	SUCURSAL	LAS VIOLETAS	2099				SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60909000	6	S	2024-10-15	SUCURSAL	MAR DEL PLATA 2151						PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2012-10-24	SUCURSAL	21 DE MAYO	1269				IQUIQUE	IQUIQUE	I REGION DE TARAPACA
60910000	1	N	2005-09-29	SUCURSAL	ALBERTO LLONA	1775				SANTIAGO	MAIPU	XIII REGION METROPOLITANA
60910000	1	N	2004-12-29	SUCURSAL	AMBROSIO O'HIGGINS	1447				CURACAVI	CURACAVI	XIII REGION METROPOLITANA
60910000	1	S	2015-08-28	SUCURSAL	ANDRES BELLO	2365				SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	N	2006-07-06	SUCURSAL	ARTESANIA	229				ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60910000	1	S	2001-07-23	SUCURSAL	ARTURO PRAT	1171			ROL3021-7	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2008-01-18	SUCURSAL	ARTURO PRAT	23				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	N	2003-10-08	SUCURSAL	AV DIEGO PORTALES	449			ROL,58-11	VALPARAISO	VALPARAISO	V REGION VALPARAISO
60910000	1	N	2003-08-06	SUCURSAL	AV EL SALTO	2506			ROL 3575-1	SANTIAGO	RECOLETA	XIII REGION METROPOLITANA
60910000	1	N	2009-12-22	SUCURSAL	AV. EL MOLINO	1260				COQUIMBO	COQUIMBO	IV REGION COQUIMBO
60910000	1	N	2004-12-29	SUCURSAL	AV. MACUL	2555		LOC 6		SANTIAGO	MACUL	XIII REGION METROPOLITANA
60910000	1	N	2004-11-18	SUCURSAL	AV. PDTE. KENNEDY	9558				SANTIAGO	VITACURA	XIII REGION METROPOLITANA
60910000	1	S	2022-04-05	SUCURSAL	AV. PEDRO DE VALDIVIA	0193		OF 32		SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA BLANCO ENCALADA	2085			ROL733-8	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA CONDELL	249			ROL834-282	STGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA FRANCISCO BILBAO	2854				STGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA IGNAC CARRERA PINTO	1025			ROL6239-20	STGO	NUNOA	XIII REGION METROPOLITANA
60910000	1	N	2001-07-23	SUCURSAL	AVDA J PEDRO ALESANDRI	5540			ROL9089-73	STGO	MACUL	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA JOSE P ALESANDRI	685			ROL5635-15	STGO	NUNOA	XIII REGION METROPOLITANA
60910000	1	N	2001-07-23	SUCURSAL	AVDA KENNEDY	5735				STGO	LAS CONDES	XIII REGION METROPOLITANA
60910000	1	N	2001-07-23	SUCURSAL	AVDA L. BERNARDO OHIGGINS	1633			ROL43-4	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA LA PAZ	1002			ROL1348-9	STGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2016-07-14	SUCURSAL	AVDA PIO NONO	140				STGO	RECOLETA	XIII REGION METROPOLITANA
60910000	1	N	2016-07-15	SUCURSAL	AVDA PIO NONO	140				STGO	RENCA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA PROVIDENCIA	43				STGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA REPUBLICA	701			ROL887-1	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	N	2001-07-23	SUCURSAL	AVDA SANTA MARIA	571			ROL69-1	STGO	RECOLETA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA SANTA MARIA	596			ROL99-5	STGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	AVDA SANTA MARIA	983			ROL48-1	STGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	N	2001-07-23	SUCURSAL	AVDA VICUNA MACKENNA	20			ROL810-225	STGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	N	2006-08-01	SUCURSAL	AVDA. GRANADEROS	1474				CALAMA	CALAMA	II REGION DE ANTOFAGASTA
60910000	1	N	2001-11-23	SUCURSAL	BADAJOZ	127				STGO	LAS CONDES	XIII REGION METROPOLITANA
60910000	1	S	2017-05-10	SUCURSAL	BALMACEDA	3702				CALAMA	CALAMA	II REGION DE ANTOFAGASTA
60910000	1	S	2010-11-03	SUCURSAL	BEAUCHEF	1225				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2015-04-08	SUCURSAL	BEAUCHEF	851				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	BEAUCHEFF	850			ROL3204-1	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	N	2006-08-01	SUCURSAL	BERNARDO  O'HIGGINS	103				IQUIQUE	IQUIQUE	I REGION DE TARAPACA
60910000	1	N	2005-07-26	SUCURSAL	BLANCO ENCALADA	2120				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	N	2006-09-13	SUCURSAL	BORGONO	25760				CON CON	CON CON	V REGION VALPARAISO
60910000	1	S	2005-06-06	SUCURSAL	BROWN NORTE	105				SANTIAGO	NUNOA	XIII REGION METROPOLITANA
60910000	1	S	2015-07-06	SUCURSAL	BUCAREST	215				SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	C SCHACHTEBECT	299				STGO	QUINTA NORMAL	XIII REGION METROPOLITANA
60910000	1	S	2016-05-16	SUCURSAL	CAMINO A LENGA	1945			HUALPEN	HUALPEN	HUALPEN	VIII REGION DEL BIO BIO
60910000	1	N	2006-07-06	SUCURSAL	CANCHA	166				V. DEL MAR	VINA DEL MAR	V REGION VALPARAISO
60910000	1	S	2001-07-23	SUCURSAL	CERRO CALAN	S/N			ROL2520-1	STGO	LAS CONDES	XIII REGION METROPOLITANA
60910000	1	N	2004-12-29	SUCURSAL	COLIPI	484		A-108		COPIAPO	COPIAPO	III REGION DE ATACAMA
60910000	1	N	2001-07-23	SUCURSAL	COMPANIA	1413			ROL164-1	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	N	2001-07-23	SUCURSAL	COMPANIA	2691				STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	COMPAQIA	1264			ROL136-12	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	CONDELL	343			ROL852-69	STGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	N	2018-01-17	SUCURSAL	CONDELL	520				SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	DIAGONAL PARAGUAY	257			ROL347-154	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	N	2001-07-23	SUCURSAL	DIAGONAL PARAGUAY	265			ROL347-152	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2013-01-18	SUCURSAL	DIAGONAL PARAGUAY	265			SANTIAGO	SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	N	2020-11-03	SUCURSAL	DOCTOR DR CARLOS LORCA T	999				SANTIAGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2020-11-04	SUCURSAL	DR CARLOS LORCA T	999				SANTIAGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	N	2019-08-20	SUCURSAL	EDMUNDO PEREZ ZUJOVIC	5554		7		ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60910000	1	N	2019-04-24	SUCURSAL	EDUARDO PEREZ ZUJOVIC	5554		7		ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60910000	1	S	2011-01-18	SUCURSAL	EL LIBANO	5524				SANTIAGO	MACUL	XIII REGION METROPOLITANA
60910000	1	N	2005-09-29	SUCURSAL	ESTADO	101	A			RANCAGUA	RANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
60910000	1	S	2008-11-19	SUCURSAL	ESTERO LOTE GULMUE	18			PARQUE INDUSTRIAL	CON CON	CON CON	V REGION VALPARAISO
60910000	1	N	2001-07-23	SUCURSAL	FERMIN VIVACETA	959	2	PISO		STGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	N	2009-12-22	SUCURSAL	FLORENCIA	01099				TEMUCO	TEMUCO	IX REGION DE LA ARAUCANIA
60910000	1	N	2005-09-29	SUCURSAL	FREIRE	1445				CONCEPCION	CONCEPCION	VIII REGION DEL BIO BIO
60910000	1	S	2001-07-23	SUCURSAL	FRUTILLAR	S/N				FRUTILLAR	FRUTILLAR	X REGION LOS LAGOS
60910000	1	N	2005-09-29	SUCURSAL	GERMAN RIESCO	206				RANCAGUA	RANCAGUA	VI REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS
60910000	1	S	2020-09-04	SUCURSAL	GRAN AVENIDA	3204				SANTIAGO	SAN MIGUEL	XIII REGION METROPOLITANA
60910000	1	N	2005-09-29	SUCURSAL	HUANHUALI	186		1		LA SERENA	LA SERENA	IV REGION COQUIMBO
60910000	1	N	2005-09-29	SUCURSAL	HUANHUALI	186		6		LA SERENA	LA SERENA	IV REGION COQUIMBO
60910000	1	N	2005-09-29	SUCURSAL	HUANHUALI	186		7		LA SERENA	LA SERENA	IV REGION COQUIMBO
60910000	1	N	2005-09-29	SUCURSAL	HUANHUALI	186		3		LA SERENA	LA SERENA	IV REGION COQUIMBO
60910000	1	N	2005-09-29	SUCURSAL	HUANHUALI	186		4		LA SERENA	LA SERENA	IV REGION COQUIMBO
60910000	1	N	2005-09-29	SUCURSAL	HUANHUALI	186		5		LA SERENA	LA SERENA	IV REGION COQUIMBO
60910000	1	S	2001-07-23	SUCURSAL	IGNACIO CARRERA PINTO	1045			ROL6239-20	STGO	NUNOA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	INDEPENDENCIA	1027			ROL1348-11	STGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2022-05-23	SUCURSAL	IQUIQUE	5499		LOC 7		ANTOFAGASTA	ANTOFAGASTA	II REGION DE ANTOFAGASTA
60910000	1	S	2012-10-23	SUCURSAL	JOSE MANUEL BORGONO	85				ARICA	ARICA	XV REGION ARICA Y PARINACOTA
60910000	1	N	2013-03-19	SUCURSAL	JOSE PEDRO ALESSANDRI	1314				NUNOA	NUNOA	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	JOSE PEDRO ALESSSANDRI	774				STGO	NUNOA	XIII REGION METROPOLITANA
60910000	1	N	2012-10-24	SUCURSAL	LA FRAGUA	1021			BARRIO INDUSTRIAL	COQUIMBO	COQUIMBO	IV REGION COQUIMBO
60910000	1	N	2020-10-01	SUCURSAL	LAS CARDAS, RUTA 43 KM 45	43				COQUIMBO	COQUIMBO	IV REGION COQUIMBO
60910000	1	S	2001-07-23	SUCURSAL	LAS ENCINAS	3370			ROL6239-20	STGO	NUNOA	XIII REGION METROPOLITANA
60910000	1	N	2006-09-13	SUCURSAL	LAS GOLONDRINAS	1945				HUALPEN	HUALPEN	VIII REGION DEL BIO BIO
60910000	1	S	2012-10-23	SUCURSAL	LAS HERAS	999				TEMUCO	LONQUIMAY	IX REGION DE LA ARAUCANIA
60910000	1	S	2001-07-23	SUCURSAL	LAS PALMERAS	3425			ROL6239-20	STGO	NUNOA	XIII REGION METROPOLITANA
60910000	1	S	2017-08-01	SUCURSAL	LOS TALLERES	1701			BARRIO INDUSTRIAL TS	COQUIMBO	COQUIMBO	IV REGION COQUIMBO
60910000	1	S	2005-12-28	SUCURSAL	MAR TIRRENO	3349				SANTIAGO	PENALOLEN	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	MIGUEL CLARO	509			ROL1912-37	STGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2006-07-06	SUCURSAL	MIRAFLORES	222		P 14		SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2017-01-25	SUCURSAL	MONSENOR SOTERO SANZ	161		701		SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2012-10-23	SUCURSAL	MONTALBAN	1212				COPIAPO	COPIAPO	III REGION DE ATACAMA
60910000	1	S	2001-07-23	SUCURSAL	MORANDE	25				STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	MORANDE	750			ROL233-46	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2017-08-30	SUCURSAL	NUEVA LOS LEONES	0222				SANTIAGO	PROVIDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2009-04-21	SUCURSAL	OLIVOS	1007				SANTIAGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	N	2001-07-23	SUCURSAL	OLIVOS	1007			ROL848-2	STGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2005-08-23	SUCURSAL	OLIVOS	943				SANTIAGO	INDEPENDENCIA	XIII REGION METROPOLITANA
60910000	1	S	2018-03-15	SUCURSAL	P. JOSE CARRASCO TAPIA	75				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	S	2001-07-23	SUCURSAL	PANTANILLO	S/N				CONSTITUCION	CONSTITUCION	VII REGION DEL MAULE
60910000	1	N	2001-07-23	SUCURSAL	PARQUE FORESTAL	S/N			ROL198-3	STGO	SANTIAGO	XIII REGION METROPOLITANA
60910000	1	N	2012-10-23	SUCURSAL	PASCAL BABURIZZA	2506			RAFAEL TORREBLANCA	VALLENAR	VALLENAR	III REGION DE ATACAMA
60910000	1	S	2012-11-21	SUCURSAL	PASCUAL BABURIZZA	2506			RAFAEL TORREBLANCA	VALLENAR	VALLENAR	III REGION DE ATACAMA
60910000	1	N	2018-03-14	SUCURSAL	PERIODISTA JOSE CARRASCO	75				SANTIAGO	SANTIAGO	XIII REGION METROPOLITANA
